movieId,title,genres,poster_url,poster_zip_path
36,Dead Man Walking (1995),Crime|Drama,https://image.tmdb.org/t/p/w500/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,posters.zip
38,It Takes Two (1995),Children|Comedy,https://image.tmdb.org/t/p/w500/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,posters.zip
39,Clueless (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,posters.zip
40,"Cry, the Beloved Country (1995)",Drama,https://image.tmdb.org/t/p/w500/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,posters.zip
41,Richard III (1995),Drama|War,https://image.tmdb.org/t/p/w500/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,posters.zip
42,Dead Presidents (1995),Action|Crime|Drama,https://image.tmdb.org/t/p/w500/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,posters.zip
43,Restoration (1995),Drama,https://image.tmdb.org/t/p/w500/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,posters.zip
44,Mortal Kombat (1995),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500/1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg,posters.zip
45,To Die For (1995),Comedy|Drama|Thriller,https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,posters.zip
46,How to Make an American Quilt (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,posters.zip
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,,posters.zip
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://image.tmdb.org/t/p/w500/wpwFGXyvNAWrM6LCHUb2VUgkopw.jpg,posters.zip
49,When Night Is Falling (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,posters.zip
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg,posters.zip
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg,posters.zip
53,Lamerica (1994),Adventure|Drama,https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,posters.zip
54,"Big Green, The (1995)",Children|Comedy,https://image.tmdb.org/t/p/w500/gnOcJuyKWb3pR1lj4qpzSaThPrn.jpg,posters.zip
55,Georgia (1995),Drama,https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,posters.zip
57,Home for the Holidays (1995),Drama,https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg,posters.zip
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,posters.zip
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,posters.zip
61,Eye for an Eye (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500/s6IeDuUx5AuF66RSk7njc9RJYxk.jpg,posters.zip
62,Mr. Holland's Opus (1995),Drama,https://image.tmdb.org/t/p/w500/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,posters.zip
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,posters.zip
64,Two if by Sea (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,posters.zip
65,Bio-Dome (1996),Comedy,https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,posters.zip
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,posters.zip
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,posters.zip
69,Friday (1995),Comedy,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg,posters.zip
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,posters.zip
71,Fair Game (1995),Action,https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,posters.zip
72,Kicking and Screaming (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,posters.zip
73,"Misérables, Les (1995)",Drama|War,https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,posters.zip
74,Bed of Roses (1996),Drama|Romance,https://image.tmdb.org/t/p/w500/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,posters.zip
75,Big Bully (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,posters.zip
76,Screamers (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,posters.zip
77,Nico Icon (1995),Documentary,https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,posters.zip
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/kqUCp0XTjzXxqEQDy0x3hgZw6gI.jpg,posters.zip
79,"Juror, The (1996)",Drama|Thriller,https://image.tmdb.org/t/p/w500/hNbbdoGVNzwOu22VW2sfiyxDtcK.jpg,posters.zip
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,posters.zip
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://image.tmdb.org/t/p/w500/rA4Jttg1kJvNhSv7wM0SNyXrqY0.jpg,posters.zip
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,posters.zip
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,posters.zip
85,Angels and Insects (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,posters.zip
86,White Squall (1996),Action|Adventure|Drama,https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg,posters.zip
87,Dunston Checks In (1996),Children|Comedy,https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,posters.zip
88,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,posters.zip
89,Nick of Time (1995),Action|Thriller,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,posters.zip
92,Mary Reilly (1996),Drama|Horror|Thriller,https://image.tmdb.org/t/p/w500/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,posters.zip
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg,posters.zip
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,posters.zip
95,Broken Arrow (1996),Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500/n061xgOTAvJ2l06latNDF4s13FV.jpg,posters.zip
96,In the Bleak Midwinter (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg,posters.zip
97,"Hate (Haine, La) (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500/iH8saz6s0Z8SPPrKaMI2KrRzTED.jpg,posters.zip
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,posters.zip
100,City Hall (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg,posters.zip
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://image.tmdb.org/t/p/w500/3NIxuMUmChKL94BXudMMMsBDe8o.jpg,posters.zip
102,Mr. Wrong (1996),Comedy,https://image.tmdb.org/t/p/w500/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,posters.zip
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,posters.zip
104,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,posters.zip
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,posters.zip
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,posters.zip
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://image.tmdb.org/t/p/w500/ifGLSfxgl08jXFItoxZgviC1QXi.jpg,posters.zip
108,Catwalk (1996),Documentary,https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,posters.zip
110,Braveheart (1995),Action|Drama|War,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg,posters.zip
111,Taxi Driver (1976),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,posters.zip
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,,posters.zip
113,Before and After (1996),Drama|Mystery,https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,posters.zip
116,Anne Frank Remembered (1995),Documentary,https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,posters.zip
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,posters.zip
118,If Lucy Fell (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,posters.zip
119,"Steal Big, Steal Little (1995)",Comedy,https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,posters.zip
121,"Boys of St. Vincent, The (1992)",Drama,https://image.tmdb.org/t/p/w500/wlfW9Id3t40gTZLwELtXr8A6RuF.jpg,posters.zip
122,Boomerang (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500/nmca3IeMIe3DLD8WOyvnmvGanIo.jpg,posters.zip
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,posters.zip
125,Flirting With Disaster (1996),Comedy,https://image.tmdb.org/t/p/w500/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,posters.zip
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,posters.zip
128,Jupiter's Wife (1994),Documentary,https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg,posters.zip
129,Pie in the Sky (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,posters.zip
132,Jade (1995),Thriller,https://image.tmdb.org/t/p/w500/2pqAJhim9JDYoZhIqVvcgSpCXGx.jpg,posters.zip
135,Down Periscope (1996),Comedy,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,posters.zip
137,Man of the Year (1995),Documentary,https://image.tmdb.org/t/p/w500/bow6kX2YPoeyb9ZNwqbFxp5eqKr.jpg,posters.zip
140,Up Close and Personal (1996),Drama|Romance,https://image.tmdb.org/t/p/w500/9ZmtJB7j5U9XlBNyoO0gOyW9RF0.jpg,posters.zip
141,"Birdcage, The (1996)",Comedy,https://image.tmdb.org/t/p/w500/n7wBPs4N8HH7L6r2XDY6QgwwQQh.jpg,posters.zip
144,"Brothers McMullen, The (1995)",Comedy,https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,posters.zip
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/qKiLKvJaT6rRmd3IBsoVV58luXH.jpg,posters.zip
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,posters.zip
147,"Basketball Diaries, The (1995)",Drama,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,posters.zip
148,"Awfully Big Adventure, An (1995)",Drama,https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,posters.zip
149,Amateur (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg,posters.zip
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://image.tmdb.org/t/p/w500/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,posters.zip
151,Rob Roy (1995),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w500/qY6NDTFnv9UoiDo6j4dGR0SlJUA.jpg,posters.zip
152,"Addiction, The (1995)",Drama|Horror,https://image.tmdb.org/t/p/w500/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,posters.zip
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,posters.zip
154,Beauty of the Day (Belle de jour) (1967),Drama,https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,posters.zip
155,Beyond Rangoon (1995),Adventure|Drama|War,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg,posters.zip
156,Blue in the Face (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg,posters.zip
157,Canadian Bacon (1995),Comedy|War,https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,posters.zip
158,Casper (1995),Adventure|Children,https://image.tmdb.org/t/p/w500/vCaVCizHfxuoczd9Dlcz7et61eJ.jpg,posters.zip
159,Clockers (1995),Crime|Drama|Mystery,https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg,posters.zip
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg,posters.zip
161,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,posters.zip
162,Crumb (1994),Documentary,https://image.tmdb.org/t/p/w500/9ocTHdBCJdwJ65Tubg3lYlfMxEY.jpg,posters.zip
163,Desperado (1995),Action|Romance|Western,https://image.tmdb.org/t/p/w500/yappcE88lL9LkuTIPge8tCbRGGG.jpg,posters.zip
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg,posters.zip
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w500/amwo4CjYKynZ2yKvKMxoiRSsaE1.jpg,posters.zip
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg,posters.zip
168,First Knight (1995),Action|Drama|Romance,https://image.tmdb.org/t/p/w500/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,posters.zip
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,posters.zip
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://image.tmdb.org/t/p/w500/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,posters.zip
171,Jeffrey (1995),Comedy|Drama,,posters.zip
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,posters.zip
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,posters.zip
174,Jury Duty (1995),Comedy,https://image.tmdb.org/t/p/w500/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,posters.zip
175,Kids (1995),Drama,https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,posters.zip
176,Living in Oblivion (1995),Comedy,https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg,posters.zip
177,Lord of Illusions (1995),Horror,https://image.tmdb.org/t/p/w500/6AFFgNbSE5x21ZdOqdJwrk8hMkg.jpg,posters.zip
178,Love & Human Remains (1993),Comedy|Drama,https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg,posters.zip
179,Mad Love (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg,posters.zip
180,Mallrats (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500/6K0cH551dIrBcD33kZtyugqmdJU.jpg,posters.zip
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg,posters.zip
183,Mute Witness (1994),Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500/2VFvSfnKFdZizuaonWbTmjAqD3.jpg,posters.zip
184,Nadja (1994),Drama,https://image.tmdb.org/t/p/w500/mgCSbf2RNPrFN9suqcZF0K7zl7P.jpg,posters.zip
185,"Net, The (1995)",Action|Crime|Thriller,https://image.tmdb.org/t/p/w500/jt61E2pvsexKH903PaGFnm2csHi.jpg,posters.zip
186,Nine Months (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg,posters.zip
187,Party Girl (1995),Comedy,https://image.tmdb.org/t/p/w500/woul0s4PWeTRbeQH4TdBqOr19Gq.jpg,posters.zip
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://image.tmdb.org/t/p/w500/1dHaWQxkm8gmdTuuignUOg5kmx9.jpg,posters.zip
189,Reckless (1995),Comedy|Fantasy,https://image.tmdb.org/t/p/w500/vAtl8011zBnxFP22N0b4GEPhZfx.jpg,posters.zip
190,Safe (1995),Thriller,https://image.tmdb.org/t/p/w500/kOCpkoMUVae9UIf85gO71SyjLbW.jpg,posters.zip
191,"Scarlet Letter, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg,posters.zip
193,Showgirls (1995),Drama,https://image.tmdb.org/t/p/w500/atjtGFIIt9QMGf9ELyboq5cl466.jpg,posters.zip
194,Smoke (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg,posters.zip
195,Something to Talk About (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg,posters.zip
196,Species (1995),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,posters.zip
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg,posters.zip
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://image.tmdb.org/t/p/w500/fHET1T85gx2JuYGAcFUVPfRwMof.jpg,posters.zip
201,Three Wishes (1995),Drama|Fantasy,https://image.tmdb.org/t/p/w500/4kqH4d9FBQv5Sel39Ns7TMd13RT.jpg,posters.zip
202,Total Eclipse (1995),Drama|Romance,https://image.tmdb.org/t/p/w500/e0j1zDF3ITeTbGTXFGamosCxT4z.jpg,posters.zip
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://image.tmdb.org/t/p/w500/vosbsu1ImLaBMFtBjSETjeRrMwg.jpg,posters.zip
204,Under Siege 2: Dark Territory (1995),Action,https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg,posters.zip
205,Unstrung Heroes (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500/twnqc80AL55WYnCVz4nMGEGcL7.jpg,posters.zip
206,Unzipped (1995),Documentary,https://image.tmdb.org/t/p/w500/dnIzv4rXr9FXkqW880E3rStYQA7.jpg,posters.zip
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500/xencQzZnUWDRAOUydjf9PWet8Ae.jpg,posters.zip
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/pBjf3xzi6kClzWXiKMclMUX7dOP.jpg,posters.zip
209,White Man's Burden (1995),Drama,https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg,posters.zip
210,Wild Bill (1995),Western,https://image.tmdb.org/t/p/w500/6KKZ8NNVVXfURBeXXw2BrZhHjb4.jpg,posters.zip
